2	12	29	14	23	26	2
9	19	6	14	23	26	0
12	33	34	23	24	26	1
2	29	33	23	26	31	0
14	23	26	1	2	9	1
2	18	36	1	23	26	1
24	22	0	12	2	0	0
21	15	0	30	18	0	0
19	33	35	23	21	0	0
1	32	23	12	2	29	0
29	14	0	3	36	34	0
29	2	0	21	2	0	0
9	15	0	30	0	0	0
13	10	19	8	16	20	0
33	34	35	8	6	16	2
26	0	0	29	0	0	0
32	0	0	18	0	0	0
23	0	0	1	0	0	0
31	0	0	1	0	0	0
4	5	14	12	0	0	0
24	4	0	12	30	0	2
22	25	16	19	11	0	1
33	35	12	26	23	21	2
15	0	0	35	30	0	1
14	24	4	12	2	0	1
3	28	17	26	21	2	1
19	30	12	26	14	10	2
23	26	21	33	35	2	1
12	30	35	26	23	21	2
31	3	0	12	33	35	2
25	1	0	36	30	0	1
33	12	35	26	21	23	2
4	14	24	33	29	0	1
4	14	0	26	27	0	1
4	11	17	23	26	30	2
10	12	33	13	29	7	1
2	12	30	9	26	19	2
9	15	26	15	28	32	0
13	17	24	1	6	8	1
12	33	35	23	3	21	1
19	33	35	1	26	36	2
26	23	27	33	35	19	1
4	5	7	14	23	31	2
17	28	31	10	12	6	2
12	30	35	5	7	19	0
4	5	7	22	27	1	0
1	22	25	33	35	12	1
14	19	33	1	18	36	1
13	17	31	12	2	16	1
30	12	29	1	6	8	2
12	30	35	28	17	3	2
34	36	32	1	6	8	1
13	11	17	6	16	20	1
25	22	27	3	17	31	1
22	6	8	5	7	4	2
3	31	17	1	6	16	1
33	35	12	6	8	16	2
3	17	31	6	8	16	1
6	8	25	2	4	19	1
3	17	28	30	33	35	2
13	11	31	1	6	8	1
14	24	31	8	16	20	1
20	16	8	12	26	29	0
1	25	6	26	10	14	0
12	1	25	10	14	26	2
14	24	31	1	6	8	0
14	10	19	2	33	35	1
33	35	29	26	23	14	1
20	16	8	33	29	26	2
23	14	10	33	35	2	0
2	33	29	14	26	23	2
26	23	14	33	35	1	0
1	17	3	33	26	29	0
18	34	36	26	14	10	0
10	14	19	33	29	12	0
10	14	19	1	2	29	0
10	14	35	9	8	16	1
22	25	27	26	23	29	1
33	35	12	10	11	18	2
23	26	18	9	15	16	0
14	24	31	22	25	27	0
11	5	7	14	24	26	0
22	25	27	3	4	5	2
14	24	23	1	2	6	2
23	26	27	2	25	29	2
14	23	26	1	2	6	2
2	33	35	21	23	26	1
6	8	16	14	18	22	2
23	26	21	1	2	7	0
12	15	18	23	26	2	0
4	10	19	1	12	30	1
11	13	28	10	14	36	1
8	16	20	23	26	30	1
5	13	29	21	23	26	0
10	14	24	6	8	22	1
18	34	36	2	15	29	1
20	22	25	12	26	30	2
4	5	7	2	12	23	1
4	12	35	1	16	22	2
9	17	31	2	12	27	1
9	10	14	2	12	33	1
8	16	20	21	23	26	2
5	24	29	8	16	20	1
4	10	14	12	18	36	0
21	32	9	26	14	23	1
1	8	16	12	30	35	1
3	17	28	14	10	19	2
23	14	24	9	6	8	1
4	5	14	22	8	8	1
17	12	28	6	8	25	0
19	32	34	30	2	1	2
36	18	34	2	14	29	1
2	0	0	23	26	9	0
23	21	32	3	1	12	2
14	3	24	1	6	16	1
16	20	8	33	35	12	2
10	14	24	29	4	5	0
4	29	24	27	32	35	0
21	15	9	12	30	26	0
22	23	28	2	29	1	1
6	16	22	26	30	35	0
3	31	17	19	33	35	0
14	24	10	1	5	7	1
3	2	29	21	23	31	1
9	20	6	2	3	31	2
11	26	21	29	12	2	1
2	29	36	15	19	23	2
13	18	21	2	29	13	1
20	17	15	14	18	29	0
28	8	20	29	1	2	2
26	30	14	9	12	32	0
14	10	19	3	20	36	0
10	14	24	29	9	20	1
16	6	20	26	23	24	0
5	7	19	31	10	24	1
3	17	15	30	13	2	0
14	5	10	4	31	26	0
19	0	0	23	0	0	0
8	16	20	21	23	0	0
17	28	0	24	31	0	0
19	9	0	31	24	26	0
24	9	26	33	29	0	0
3	7	28	12	18	36	0
29	33	0	26	23	0	0
23	26	0	2	29	33	0
14	26	0	9	16	0	0
14	10	19	33	34	35	0
3	17	22	30	34	35	0
17	3	11	26	23	21	2
1	25	26	33	34	36	2
14	10	4	13	17	32	1
12	30	33	26	23	21	1
30	34	36	19	16	20	1
28	31	17	12	34	26	2
2	29	2	26	21	10	1
17	11	7	26	23	21	2
17	31	18	26	21	23	1
30	18	24	26	9	4	2
5	4	24	34	33	15	2
14	10	5	26	21	30	1
14	24	26	5	6	8	1
28	11	13	26	12	2	1
13	29	17	30	12	2	2
14	31	24	1	6	8	1
14	5	7	33	34	16	1
29	7	5	26	30	36	1
8	16	20	31	36	12	2
7	3	28	23	26	36	1
2	29	5	33	34	35	2
31	3	13	12	16	34	1
14	24	11	30	12	33	1
5	2	29	23	18	12	2
25	27	23	29	33	2	1
14	10	5	25	12	26	1
24	14	10	16	20	22	0
22	30	12	20	23	21	1
17	19	20	32	33	35	1
17	11	24	34	29	12	2
10	5	4	23	26	29	1
17	28	13	23	26	30	1
33	35	12	10	14	19	1
31	13	14	29	33	35	2
33	12	9	26	23	21	1
26	21	23	30	29	12	2
24	10	5	8	6	2	0
19	10	29	3	4	1	1
10	14	19	2	1	36	2
7	2	5	23	21	35	0
29	24	7	23	26	1	2
1	8	25	14	4	10	1
22	25	16	24	14	10	1
23	0	0	19	0	0	2
24	4	14	12	1	30	2
12	18	33	26	23	24	1
16	32	34	13	24	11	1
23	31	0	29	33	24	2
18	36	34	24	13	31	1
23	26	31	33	20	9	2
21	9	0	33	34	20	1
18	33	20	31	3	23	1
29	24	4	33	19	9	2
14	10	0	29	12	2	1
11	24	31	12	35	30	0
16	25	6	14	24	10	0
2	10	4	23	26	21	0
10	2	11	12	36	30	2
14	10	24	27	25	16	2
3	17	9	24	14	31	1
22	6	8	18	36	34	1
3	17	31	7	4	5	2
19	33	7	21	26	23	1
23	21	32	5	2	7	2
36	34	18	22	27	25	0
5	33	7	30	12	26	1
21	23	15	12	33	18	2
14	10	4	23	21	26	1
